0,1200,0.0035045457659442,2,0.999673883101692,"1/1/2"
-1200,0,0.00350454576594423,2,0.999673883101692,"2/1/1"
1200,-1200,0.00350454576594422,2,0.999673883101692,"1/2/1"
1200,0,0.000255516339498706,1,0.999981955777569,"1/2/2"
-1200,1200,0.000255516339498709,1,0.999981955777569,"2/1/2"
0,-1200,0.000255516339498707,1,0.999981955777569,"2/2/1"
386,316,0.315979862507562,11,0.939027954830041,"4/5/6"
702,-316,0.31597986250756,11,0.939027954830041,"4/6/5"
316,-702,0.315979862507559,11,0.939027954830041,"5/6/4"
-316,-386,0.31597986250756,11,0.939027954830041,"6/5/4"
-702,386,0.315979862507559,11,0.939027954830041,"6/4/5"
-386,702,0.31597986250756,11,0.939027954830041,"5/4/6"
